1460,33,4,42,Out-of-State,10,International Relations,74,Considering,1
940,17,4,42,Out-of-State,10,Biology,52,Considering,1
1320,28,4,42,In-State,9,Engineering,59,Accepted,1
1190,24,4,42,Out-of-State,10,Biology,52,Accepted,1
1100,22,3.1,32,Out-of-State,10,Communications,55,Considering,1
1130,23,3.8,39,Out-of-State,10,Education,58,Considering,1
1130,23,3.2,33,In-State,9,Biology,52,Considering,1
1020,19,3.1,32,Out-of-State,10,Agricultural Sciences,73,Considering,1
940,17,3.5,36,In-State,9,Education,58,Considering,1
1240,26,3.9,40,Out-of-State,10,Biology,52,Considering,1
1240,26,3.8,39,In-State,9,Finance and Accounting,62,Accepted,1
1170,24,3.5,36,In-State,9,Business and Management,53,Considering,1
1160,24,3.6,37,Out-of-State,10,Architecture,51,Considering,1
990,19,4,42,Out-of-State,10,International Relations,74,Considering,1
1350,29,3.9,40,Out-of-State,10,International Relations,74,Considering,1
1110,22,3.7,38,Out-of-State,10,Engineering,59,Considering,1
1530,35,3.8,39,In-State,9,International Relations,74,Accepted,1
1240,26,3.3,34,In-State,9,Environmental Science,61,Accepted,1
1210,25,3.7,38,In-State,9,Design,57,Accepted,1
1490,34,4,42,Out-of-State,10,Computer Science,56,Considering,1
1100,22,3.8,39,In-State,9,Engineering,59,Rejected,0
1230,26,4,42,Out-of-State,10,Biology,52,Considering,1
1110,22,3.3,34,In-State,9,Design,57,Considering,1
1200,25,4,42,Out-of-State,10,Interdisciplinary Studies,65,Considering,1
1550,35,4,42,Out-of-State,10,Engineering,59,Accepted,1
1010,19,3.5,36,In-State,9,Education,58,Considering,1
1280,27,4,42,Out-of-State,10,Business and Management,53,Considering,1
1070,21,3.8,39,Out-of-State,10,International Relations,74,Considering,1
1100,22,3.9,40,In-State,9,Chemistry,54,Considering,1
1380,30,3.9,40,In-State,9,Biology,52,Accepted,1
1380,30,3.8,39,In-State,9,Physics,68,Accepted,1
1320,28,3.9,40,Out-of-State,10,Environmental Science,61,Accepted,1
1280,27,3.7,38,In-State,9,International Relations,74,Considering,1
1310,28,3.6,37,In-State,9,Business and Management,53,Accepted,1
1310,28,3.9,40,Out-of-State,10,Computer Science,56,Considering,1
1100,22,3.6,37,Out-of-State,10,Business and Management,53,Considering,1
1280,27,4,42,Out-of-State,10,Engineering,59,Considering,1
1250,26,3.6,37,In-State,9,Engineering,59,Accepted,1
1060,21,2.5,26,Out-of-State,10,Interdisciplinary Studies,65,Considering,1
1490,34,3.8,39,In-State,9,Engineering,59,Accepted,1
1040,20,3.7,38,Out-of-State,10,Engineering,59,Accepted,1
890,16,3.1,32,Out-of-State,10,International Relations,74,Considering,1
1270,27,3,31,Out-of-State,10,Biology,52,Rejected,0
1220,25,3.7,38,In-State,9,Business and Management,53,Considering,1
1410,31,4,42,Out-of-State,10,Biology,52,Considering,1
950,17,3.7,38,Out-of-State,10,Communications,55,Considering,1
1210,25,4,42,In-State,9,Computer Science,56,Considering,1
1110,22,3.6,37,Out-of-State,10,International Relations,74,Considering,1
1380,30,3.8,39,In-State,9,Biology,52,Accepted,1
1060,21,4,42,In-State,9,Business and Management,53,Rejected,0
1170,24,3.9,40,Out-of-State,10,Design,57,Considering,1
1380,30,3.6,37,In-State,9,Engineering,59,Considering,1
1170,24,3.6,37,In-State,9,Biology,52,Considering,1
1210,25,3.9,40,Out-of-State,10,Biology,52,Accepted,1
1310,28,3.8,39,In-State,9,Engineering,59,Accepted,1
1250,26,3.9,40,In-State,9,Engineering,59,Accepted,1
1600,36,4,42,Out-of-State,10,Engineering,59,Accepted,1
940,17,4,42,Out-of-State,10,Biology,52,Considering,1
1210,25,3.7,38,Out-of-State,10,Biology,52,Considering,1
1030,20,3.7,38,Out-of-State,10,Chemistry,54,Considering,1
1160,24,3.7,38,In-State,9,Computer Science,56,Accepted,1
1090,21,3.1,32,In-State,9,International Relations,74,Considering,1
1220,25,3.4,35,Out-of-State,10,Business and Management,53,Considering,1
1120,22,4,42,In-State,9,Psychology,70,Considering,1
1230,26,3.9,40,Out-of-State,10,Environmental Science,61,Considering,1
1240,26,3.9,40,In-State,9,Finance and Accounting,62,Accepted,1
1290,27,3.7,38,Out-of-State,10,History,64,Accepted,1
1210,25,4,42,In-State,9,Finance and Accounting,62,Considering,1
1100,22,3.9,40,Out-of-State,10,International Relations,74,Considering,1
1600,36,4,42,Out-of-State,10,Engineering,59,Accepted,1
1210,25,3.8,39,In-State,9,International Relations,74,Accepted,1
1340,29,3.8,39,Out-of-State,10,Engineering,59,Accepted,1
1100,22,3.7,38,Out-of-State,10,Communications,55,Considering,1
1320,28,3.6,37,Out-of-State,10,Interdisciplinary Studies,65,Considering,1
1480,33,3.6,37,In-State,9,Biology,52,Accepted,1
1380,30,3.6,37,In-State,9,Political Science,69,Accepted,1
1280,27,3.7,38,Out-of-State,10,International Relations,74,Accepted,1
1160,24,3.7,38,Out-of-State,10,Agricultural Sciences,73,Considering,1
1210,25,4,42,In-State,9,Engineering,59,Accepted,1
1460,33,3.9,40,In-State,9,Communications,55,Accepted,1
1380,30,4,42,Out-of-State,10,Engineering,59,Accepted,1
1170,24,3.8,39,In-State,9,Foreign Languages,63,Considering,1
1060,21,4,42,In-State,9,International Relations,74,Considering,1
1300,28,4,42,In-State,9,Foreign Languages,63,Accepted,1
1090,21,3.6,37,In-State,9,Environmental Science,61,Rejected,0
1280,27,2.7,28,In-State,9,Criminal Justice,76,Considering,1
1060,21,3.9,40,In-State,9,Biology,52,Considering,1
1190,24,3.4,35,In-State,9,Computer Science,56,Accepted,1
1350,29,3.1,32,In-State,9,Engineering,59,Accepted,1
1310,28,3.9,40,Out-of-State,10,Engineering,59,Accepted,1
1330,29,3.7,38,In-State,9,Criminal Justice,76,Accepted,1
1080,21,3.9,40,In-State,9,Political Science,69,Considering,1
1200,25,3.6,37,Out-of-State,10,Engineering,59,Considering,1
1340,29,3.5,36,In-State,9,Engineering,59,Accepted,1
1240,26,3,31,Out-of-State,10,Political Science,69,Considering,1
1280,27,3.4,35,In-State,9,Computer Science,56,Accepted,1
1350,29,3.3,34,Out-of-State,10,Finance and Accounting,62,Considering,1
1490,34,3.5,36,In-State,9,Engineering,59,Considering,1
1320,28,4,42,Out-of-State,10,Psychology,70,Accepted,1
1110,22,4,42,In-State,9,Education,58,Accepted,1
1000,19,3.7,38,In-State,9,International Relations,74,Rejected,0
1460,33,2.5,26,In-State,9,Computer Science,56,Rejected,0
1280,27,3.1,32,Out-of-State,10,Computer Science,56,Considering,1
940,17,3.9,40,In-State,9,Design,57,Rejected,0
1250,26,4,42,Out-of-State,10,English,60,Considering,1
1460,33,4,42,In-State,9,Environmental Science,61,Accepted,1
840,15,3.4,35,Out-of-State,10,Engineering,59,Rejected,0
1160,24,2.8,29,Out-of-State,10,Business and Management,53,Considering,1
1300,28,3.8,39,Out-of-State,10,Psychology,70,Accepted,1
1280,27,3.8,39,In-State,9,Finance and Accounting,62,Considering,1
1420,32,4,42,Out-of-State,10,Engineering,59,Considering,1
1340,29,3.2,33,In-State,9,Engineering,59,Accepted,1
1290,27,3.4,35,Out-of-State,10,English,60,Considering,1
1460,33,3.9,40,In-State,9,Biology,52,Considering,1
1330,29,3.9,40,In-State,9,Chemistry,54,Considering,1
1380,30,3.8,39,Out-of-State,10,Interdisciplinary Studies,65,Considering,1
1100,22,4,42,In-State,9,Education,58,Considering,1
1240,26,3.5,36,In-State,9,Biology,52,Accepted,1
1390,31,3.7,38,Out-of-State,10,Engineering,59,Accepted,1
920,17,3.8,39,In-State,9,Computer Science,56,Rejected,0
1060,21,3.8,39,In-State,9,Business and Management,53,Rejected,0
1350,29,4,42,Out-of-State,10,Engineering,59,Accepted,1
1240,26,3.5,36,In-State,9,Biology,52,Considering,1
1060,21,3.1,32,Out-of-State,10,International Relations,74,Considering,1
1170,24,3.5,36,Out-of-State,10,Engineering,59,Accepted,1
1200,25,3.8,39,In-State,9,Education,58,Accepted,1
1290,27,3.2,33,In-State,9,Interdisciplinary Studies,65,Accepted,1
1460,33,3.9,40,Out-of-State,10,Engineering,59,Considering,1
1460,33,3.9,40,Out-of-State,10,Engineering,59,Accepted,1
1140,23,4,42,Out-of-State,10,Engineering,59,Considering,1
1220,25,4,42,In-State,9,Computer Science,56,Considering,1
1460,33,4,42,In-State,9,Biology,52,Accepted,1
1350,29,4,42,In-State,9,Business and Management,53,Accepted,1
1380,30,4,42,Out-of-State,10,International Relations,74,Considering,1
1150,23,3.7,38,Out-of-State,10,Environmental Science,61,Considering,1
1220,25,3.7,38,Out-of-State,10,Finance and Accounting,62,Considering,1
1340,29,3.9,40,In-State,9,International Relations,74,Accepted,1
1100,22,3.5,36,Out-of-State,10,Computer Science,56,Considering,1
1210,25,3.9,40,Out-of-State,10,Computer Science,56,Accepted,1
1320,28,4,42,In-State,9,Environmental Science,61,Accepted,1
1210,25,4,42,Out-of-State,10,Biology,52,Considering,1
1030,20,3.9,40,In-State,9,International Relations,74,Considering,1
1150,23,4,42,Out-of-State,10,Psychology,70,Considering,1
1350,29,4,42,Out-of-State,10,Engineering,59,Accepted,1
1310,28,3.7,38,Out-of-State,10,Engineering,59,Considering,1
1110,22,3.4,35,Out-of-State,10,Engineering,59,Accepted,1
1380,30,3.2,33,Out-of-State,10,Engineering,59,Considering,1
1430,32,3.5,36,Out-of-State,10,Engineering,59,Accepted,1
1170,24,3.6,37,In-State,9,Criminal Justice,76,Accepted,1
850,15,3.8,39,In-State,9,Computer Science,56,Considering,1
1210,25,4,42,Out-of-State,10,Business and Management,53,Considering,1
1490,34,4,42,Out-of-State,10,English,60,Accepted,1
1130,23,3.9,40,In-State,9,International Relations,74,Considering,1
980,18,3.5,36,Out-of-State,10,Political Science,69,Considering,1
1380,30,3.9,40,In-State,9,Business and Management,53,Considering,1
1250,26,4,42,In-State,9,Political Science,69,Considering,1
880,16,3.1,32,In-State,9,International Relations,74,Considering,1
1060,21,3.7,38,In-State,9,Business and Management,53,Rejected,0
920,17,2.3,24,Out-of-State,10,Education,58,Considering,1
1060,21,3.7,38,Out-of-State,10,Business and Management,53,Considering,1
1280,27,3.6,37,Out-of-State,10,History,64,Considering,1
990,19,3.2,33,Out-of-State,10,Communications,55,Considering,1
1150,23,3.3,34,In-State,9,Psychology,70,Considering,1
1260,27,4,42,Out-of-State,10,Arts Management,77,Considering,1
1030,20,3.2,33,Out-of-State,10,English,60,Considering,1
1210,25,4,42,Out-of-State,10,Biology,52,Accepted,1
1110,22,3.8,39,In-State,9,Business and Management,53,Accepted,1
1360,30,3.2,33,In-State,9,Biology,52,Accepted,1
1240,26,3.7,38,Out-of-State,10,English,60,Considering,1
1380,30,4,42,In-State,9,Biology,52,Considering,1
1240,26,3,31,Out-of-State,10,Environmental Science,61,Considering,1
1270,27,3.7,38,In-State,9,Communications,55,Accepted,1
1490,34,4,42,In-State,9,Business and Management,53,Accepted,1
1350,29,4,42,In-State,9,Education,58,Accepted,1
880,16,3.8,39,Out-of-State,10,Chemistry,54,Considering,1
950,17,3.8,39,Out-of-State,10,Computer Science,56,Considering,1
1130,23,3.8,39,In-State,9,International Relations,74,Considering,1
1130,23,3.6,37,Out-of-State,10,Computer Science,56,Considering,1
1260,27,3.8,39,In-State,9,Finance and Accounting,62,Considering,1
1130,23,3.5,36,Out-of-State,10,Political Science,69,Considering,1
1350,29,3.8,39,Out-of-State,10,Anthropology and Sociology,50,Accepted,1
1280,27,3.8,39,In-State,9,Finance and Accounting,62,Accepted,1
1190,24,4,42,In-State,9,Psychology,70,Accepted,1
1130,23,2.8,29,In-State,9,Computer Science,56,Considering,1
1560,35,4,42,Out-of-State,10,Psychology,70,Accepted,1
1240,26,3.8,39,Out-of-State,10,Engineering,59,Considering,1
1050,20,3.8,39,In-State,9,Engineering,59,Rejected,0
1130,23,4,42,In-State,9,Criminal Justice,76,Rejected,0
1210,25,3.1,32,In-State,9,Computer Science,56,Accepted,1
920,17,3.7,38,Out-of-State,10,Criminal Justice,76,Considering,1
1420,32,4,42,Out-of-State,10,Business and Management,53,Considering,1
1240,26,3.9,40,Out-of-State,10,Biology,52,Accepted,1
1200,25,3.9,40,In-State,9,Engineering,59,Considering,1
1490,34,3.9,40,In-State,9,Chemistry,54,Accepted,1
1310,28,3.9,40,Out-of-State,10,Anthropology and Sociology,50,Considering,1
1190,24,4,42,Out-of-State,10,Engineering,59,Considering,1
1340,29,3.8,39,In-State,9,Computer Science,56,Accepted,1
1380,30,4,42,In-State,9,Education,58,Accepted,1
1420,32,4,42,In-State,9,International Relations,74,Considering,1
1100,22,3.7,38,In-State,9,Psychology,70,Rejected,0
1310,28,3.8,39,Out-of-State,10,Biology,52,Considering,1
1350,29,3.9,40,In-State,9,Chemistry,54,Accepted,1
1090,21,3.3,34,Out-of-State,10,Communications,55,Considering,1
1410,31,3.8,39,Out-of-State,10,Interdisciplinary Studies,65,Considering,1
1400,31,3.8,39,In-State,9,Business and Management,53,Considering,1
1210,25,3.6,37,In-State,9,Business and Management,53,Accepted,1
1320,28,3.3,34,In-State,9,Engineering,59,Considering,1
1350,29,3.9,40,Out-of-State,10,Engineering,59,Accepted,1
1060,21,3.5,36,In-State,9,International Relations,74,Considering,1
1190,24,3,31,In-State,9,Environmental Science,61,Considering,1
1310,28,4,42,Out-of-State,10,Business and Management,53,Accepted,1
1260,27,3.8,39,Out-of-State,10,Engineering,59,Considering,1
1210,25,3.3,34,In-State,9,Psychology,70,Considering,1
1240,26,3.5,36,In-State,9,Engineering,59,Accepted,1
1130,23,4,42,Out-of-State,10,Design,57,Considering,1
1040,20,3.4,35,Out-of-State,10,Criminal Justice,76,Considering,1
1100,22,4,42,Out-of-State,10,Business and Management,53,Accepted,1
1250,26,4,42,In-State,9,Engineering,59,Accepted,1
1460,33,3.8,39,In-State,9,Computer Science,56,Considering,1
880,16,3.4,35,Out-of-State,10,Political Science,69,Considering,1
1350,29,3.7,38,Out-of-State,10,Business and Management,53,Accepted,1
1100,22,3.4,35,Out-of-State,10,Biology,52,Rejected,0
1330,29,3.1,32,Out-of-State,10,Engineering,59,Rejected,0
1380,30,3.4,35,In-State,9,Finance and Accounting,62,Considering,1
1100,22,4,42,In-State,9,International Relations,74,Considering,1
1420,32,4,42,In-State,9,Biology,52,Accepted,1
1130,23,3.5,36,In-State,9,Business and Management,53,Considering,1
1090,21,3.7,38,In-State,9,Chemistry,54,Considering,1
1350,29,4,42,Out-of-State,10,Biology,52,Considering,1
1560,35,3.8,39,Out-of-State,10,Computer Science,56,Considering,1
1230,26,3.6,37,In-State,9,Education,58,Accepted,1
1310,28,3.9,40,Out-of-State,10,Engineering,59,Considering,1
1460,33,3.4,35,Out-of-State,10,Engineering,59,Considering,1
1240,26,3.6,37,Out-of-State,10,Trades and Personal Services,75,Considering,1
1240,26,4,42,In-State,9,Education,58,Considering,1
1170,24,3.7,38,Out-of-State,10,Political Science,69,Considering,1
1460,33,2.9,30,Out-of-State,10,Biology,52,Considering,1
1050,20,4,42,Out-of-State,10,International Relations,74,Considering,1
1180,24,3.2,33,In-State,9,International Relations,74,Considering,1
1380,30,3.7,38,Out-of-State,10,Engineering,59,Considering,1
1180,24,3.7,38,In-State,9,Engineering,59,Accepted,1
1270,27,3.9,40,In-State,9,Psychology,70,Considering,1
1330,29,3.4,35,Out-of-State,10,Finance and Accounting,62,Accepted,1
1170,24,3.9,40,In-State,9,Education,58,Accepted,1
1460,33,3.8,39,Out-of-State,10,Design,57,Accepted,1
990,19,3.7,38,Out-of-State,10,Criminal Justice,76,Considering,1
1210,25,4,42,Out-of-State,10,Business and Management,53,Considering,1
1280,27,4,42,In-State,9,International Relations,74,Considering,1
1210,25,3.8,39,Out-of-State,10,International Relations,74,Considering,1
1130,23,3.8,39,In-State,9,International Relations,74,Considering,1
1330,29,3.9,40,Out-of-State,10,Biology,52,Accepted,1
1420,32,4,42,Out-of-State,10,Chemistry,54,Considering,1
970,18,3.7,38,Out-of-State,10,Business and Management,53,Rejected,0
1100,22,3.2,33,Out-of-State,10,Business and Management,53,Considering,1
1110,22,4,42,Out-of-State,10,Psychology,70,Considering,1
1420,32,3.2,33,Out-of-State,10,Finance and Accounting,62,Considering,1
1280,27,3.6,37,Out-of-State,10,Biology,52,Accepted,1
1560,35,3.7,38,Out-of-State,10,Engineering,59,Considering,1
1210,25,3.9,40,Out-of-State,10,International Relations,74,Considering,1
1460,33,4,42,In-State,9,Engineering,59,Accepted,1
1240,26,3,31,In-State,9,Biology,52,Considering,1
1350,29,3,31,In-State,9,Communications,55,Accepted,1
1130,23,3.7,38,Out-of-State,10,Communications,55,Considering,1
1170,24,4,42,In-State,9,Engineering,59,Considering,1
1380,30,3.4,35,In-State,9,Finance and Accounting,62,Accepted,1
1490,34,4,42,Out-of-State,10,Engineering,59,Accepted,1
1170,24,2.7,28,Out-of-State,10,Engineering,59,Considering,1
1210,25,4,42,In-State,9,Education,58,Considering,1
1400,31,3.8,39,Out-of-State,10,Business and Management,53,Accepted,1
1560,35,3.8,39,In-State,9,Engineering,59,Accepted,1
1110,22,3.8,39,In-State,9,International Relations,74,Accepted,1
1190,24,3.1,32,In-State,9,International Relations,74,Accepted,1
1380,30,3.9,40,In-State,9,Engineering,59,Accepted,1
1400,31,3.6,37,In-State,9,Engineering,59,Accepted,1
940,17,2.9,30,Out-of-State,10,Engineering,59,Considering,1
950,17,3.7,38,Out-of-State,10,Anthropology and Sociology,50,Considering,1
1280,27,3.9,40,In-State,9,Engineering,59,Accepted,1
1230,26,3.5,36,Out-of-State,10,Biology,52,Considering,1
1130,23,4,42,Out-of-State,10,Psychology,70,Considering,1
990,19,3.5,36,In-State,9,International Relations,74,Considering,1
1150,23,4,42,Out-of-State,10,Biology,52,Accepted,1
1430,32,3.8,39,Out-of-State,10,Engineering,59,Considering,1
1030,20,4,42,In-State,9,Environmental Science,61,Considering,1
1280,27,3.8,39,Out-of-State,10,Biology,52,Considering,1
1230,26,4,42,In-State,9,Engineering,59,Accepted,1
1240,26,3.8,39,Out-of-State,10,Communications,55,Considering,1
1000,19,3.7,38,Out-of-State,10,International Relations,74,Rejected,0
1240,26,3.6,37,In-State,9,Environmental Science,61,Accepted,1
900,16,4,42,In-State,9,Design,57,Considering,1
1310,28,3.9,40,In-State,9,Biology,52,Accepted,1
1150,23,3.7,38,Out-of-State,10,International Relations,74,Considering,1
1490,34,3.8,39,Out-of-State,10,Engineering,59,Considering,1
1140,23,3.9,40,In-State,9,Criminal Justice,76,Considering,1
1320,28,3.8,39,In-State,9,Psychology,70,Accepted,1
1080,21,3.8,39,Out-of-State,10,Criminal Justice,76,Considering,1
1140,23,4,42,Out-of-State,10,Computer Science,56,Considering,1
1170,24,3.6,37,In-State,9,International Relations,74,Considering,1
1310,28,3.7,38,Out-of-State,10,Engineering,59,Considering,1
1210,25,3.6,37,In-State,9,Engineering,59,Rejected,0
1380,30,3.6,37,In-State,9,Computer Science,56,Accepted,1
1150,23,3.2,33,Out-of-State,10,International Relations,74,Considering,1
1170,24,3.6,37,In-State,9,Design,57,Accepted,1
1060,21,3.7,38,Out-of-State,10,International Relations,74,Considering,1
1280,27,4,42,Out-of-State,10,Engineering,59,Accepted,1
1380,30,3.9,40,Out-of-State,10,Engineering,59,Considering,1
1420,32,4,42,Out-of-State,10,Engineering,59,Accepted,1
1150,23,3.7,38,Out-of-State,10,Biology,52,Accepted,1
1090,21,3.3,34,In-State,9,Psychology,70,Rejected,0
1180,24,4,42,In-State,9,Architecture,51,Accepted,1
1280,27,4,42,Out-of-State,10,Biology,52,Accepted,1
1220,25,3.1,32,Out-of-State,10,International Relations,74,Considering,1
1130,23,4,42,In-State,9,Psychology,70,Accepted,1
1370,30,3.6,37,Out-of-State,10,English,60,Considering,1
1200,25,4,42,Out-of-State,10,Biology,52,Considering,1
1170,24,3.3,34,In-State,9,International Relations,74,Considering,1
1420,32,4,42,Out-of-State,10,Agricultural Sciences,73,Accepted,1
1190,24,4,42,In-State,9,Psychology,70,Considering,1
1460,33,3.8,39,Out-of-State,10,International Relations,74,Considering,1
1380,30,4,42,In-State,9,Anthropology and Sociology,50,Accepted,1
1400,31,2.9,30,Out-of-State,10,Business and Management,53,Rejected,0
1150,23,3.8,39,In-State,9,Agricultural Sciences,73,Accepted,1
1110,22,3,31,Out-of-State,10,Chemistry,54,Considering,1
1100,22,3.5,36,In-State,9,Business and Management,53,Considering,1
1380,30,3.9,40,In-State,9,Engineering,59,Accepted,1
1240,26,3.7,38,In-State,9,Engineering,59,Accepted,1
1310,28,3.6,37,Out-of-State,10,International Relations,74,Considering,1
1210,25,3,31,Out-of-State,10,Engineering,59,Rejected,0
1210,25,3.8,39,Out-of-State,10,Business and Management,53,Considering,1
920,17,2.5,26,Out-of-State,10,International Relations,74,Considering,1
1220,25,4,42,In-State,9,Business and Management,53,Accepted,1
1310,28,3.8,39,Out-of-State,10,International Relations,74,Considering,1
1110,22,2.5,26,In-State,9,International Relations,74,Considering,1
1420,32,3.3,34,Out-of-State,10,Design,57,Considering,1
1090,21,3.5,36,In-State,9,International Relations,74,Considering,1
1420,32,3.9,40,Out-of-State,10,Engineering,59,Considering,1
1240,26,3.4,35,Out-of-State,10,Engineering,59,Rejected,0
1120,22,3.3,34,Out-of-State,10,Finance and Accounting,62,Considering,1
1090,21,3,31,Out-of-State,10,International Relations,74,Considering,1
1280,27,3.3,34,In-State,9,Engineering,59,Accepted,1
1240,26,3.3,34,Out-of-State,10,Engineering,59,Considering,1
1270,27,2.7,28,Out-of-State,10,Engineering,59,Considering,1
1300,28,3.2,33,Out-of-State,10,Engineering,59,Considering,1
1100,22,3.4,35,Out-of-State,10,History,64,Considering,1
1210,25,4,42,In-State,9,Education,58,Accepted,1
1160,24,3.6,37,Out-of-State,10,Political Science,69,Considering,1
1140,23,3.2,33,In-State,9,Computer Science,56,Accepted,1
1190,24,3.7,38,Out-of-State,10,Engineering,59,Considering,1
1530,35,3.7,38,Out-of-State,10,Communications,55,Considering,1
1160,24,4,42,In-State,9,Math,66,Accepted,1
1280,27,3.8,39,In-State,9,Engineering,59,Considering,1
1270,27,3.8,39,Out-of-State,10,Psychology,70,Accepted,1
1280,27,3.3,34,Out-of-State,10,Engineering,59,Rejected,0
1000,19,3,31,Out-of-State,10,Education,58,Rejected,0
1490,34,4,42,In-State,9,Biology,52,Considering,1
800,14,3.3,34,Out-of-State,10,Psychology,70,Considering,1
1240,26,3.7,38,Out-of-State,10,Business and Management,53,Considering,1
1240,26,4,42,Out-of-State,10,Biology,52,Considering,1
1200,25,3.5,36,Out-of-State,10,Business and Management,53,Accepted,1
1420,32,3.5,36,Out-of-State,10,Engineering,59,Considering,1
1460,33,3.5,36,In-State,9,Biology,52,Considering,1
1120,22,3.8,39,Out-of-State,10,Business and Management,53,Considering,1
1270,27,3.9,40,In-State,9,International Relations,74,Considering,1
1330,29,3.8,39,Out-of-State,10,History,64,Considering,1
1030,20,4,42,In-State,9,Business and Management,53,Considering,1
1460,33,3.9,40,Out-of-State,10,Finance and Accounting,62,Considering,1
1410,31,3,31,In-State,9,Business and Management,53,Considering,1
1060,21,3.7,38,Out-of-State,10,International Relations,74,Considering,1
1380,30,3.5,36,Out-of-State,10,Business and Management,53,Accepted,1
1230,26,3.2,33,Out-of-State,10,Business and Management,53,Rejected,0
1490,34,4,42,In-State,9,Biology,52,Accepted,1
1120,22,3.5,36,Out-of-State,10,Business and Management,53,Considering,1
1010,19,3.4,35,Out-of-State,10,Biology,52,Considering,1
1350,29,4,42,In-State,9,Biology,52,Accepted,1
1060,21,3.3,34,Out-of-State,10,International Relations,74,Considering,1
1280,27,3.4,35,In-State,9,Engineering,59,Considering,1
1140,23,3.9,40,In-State,9,International Relations,74,Considering,1
1210,25,3.8,39,In-State,9,Psychology,70,Considering,1
720,12,3.4,35,In-State,9,International Relations,74,Considering,1
1460,33,3.9,40,Out-of-State,10,Physics,68,Considering,1
1220,25,3.8,39,In-State,9,Engineering,59,Accepted,1
1120,22,2.5,26,In-State,9,Biology,52,Considering,1
1060,21,3.6,37,Out-of-State,10,Biology,52,Considering,1
1100,22,3.7,38,In-State,9,Psychology,70,Accepted,1
1240,26,3.9,40,Out-of-State,10,Engineering,59,Accepted,1
1350,29,3.6,37,In-State,9,Political Science,69,Considering,1
1030,20,4,42,In-State,9,International Relations,74,Considering,1
1180,24,2.9,30,Out-of-State,10,Business and Management,53,Considering,1
1190,24,3.6,37,In-State,9,Psychology,70,Accepted,1
1110,22,3.9,40,Out-of-State,10,International Relations,74,Considering,1
940,17,3.9,40,In-State,9,Criminal Justice,76,Considering,1
1060,21,3.8,39,Out-of-State,10,Design,57,Considering,1
1380,30,3.4,35,In-State,9,Engineering,59,Considering,1
1420,32,4,42,In-State,9,Biology,52,Accepted,1
1240,26,3.8,39,In-State,9,Biology,52,Accepted,1
1270,27,3.8,39,Out-of-State,10,Biology,52,Considering,1
1100,22,3.7,38,Out-of-State,10,International Relations,74,Considering,1
1280,27,3.9,40,Out-of-State,10,Architecture,51,Accepted,1
1350,29,3.9,40,Out-of-State,10,Chemistry,54,Rejected,0
